ts	run	board	white	black	result	plies	wpc	bpc	wms	bms	wcpu	bcpu	wmv	bmv	wnod	bnod	wed	bed	wsn	bsn	seed	par
2026-07-04T14:29:20Z	20260704T142911Z	boards/board1.txt	ab(d6,nb200k)@1.classic(t1,c4,w0,l0)@1	ab(d4)@1.exp(t1,c4,w0,l0,f8)@1	W	37	13	14	143.301	7.546	156.250	0.000	19	18	2468462	113845	98.48	65.00	19	18	883324677	8
2026-07-04T14:29:20Z	20260704T142911Z	boards/board1.txt	ab(d6,nb200k)@1.classic(t1,c4,w0,l0)@1.dil(r25)@1	ab(d4)@1.exp(t1,c4,w0,l0,f8)@1	W	41	11	11	104.589	6.376	78.125	31.250	21	20	1858083	108413	93.52	73.00	18	20	3456321501	8
2026-07-04T14:29:20Z	20260704T142911Z	boards/board1.txt	ab(d6,noab,nb200k)@1.classic(t1,c4,w0,l0)@1	ab(d4)@1.exp(t1,c4,w0,l0,f8)@1	W	37	13	13	208.211	8.705	203.125	15.625	19	18	3216923	113696	61.27	65.00	19	18	2090854153	8
2026-07-04T14:29:20Z	20260704T142911Z	boards/board1.txt	ab(d6,tt,nb200k)@1.classic(t1,c4,w0,l0)@1	ab(d4)@1.exp(t1,c4,w0,l0,f8)@1	W	37	13	14	2.024	9.213	0.000	15.625	19	18	4627	113845	100.00	65.00	19	18	4209405805	8
2026-07-04T14:29:20Z	20260704T142911Z	boards/board1.txt	ab(d6,tt,ord,asp25,nb200k)@1.classic(t1,c4,w0,l0)@1	ab(d4)@1.exp(t1,c4,w0,l0,f8)@1	W	37	13	14	2.552	9.238	0.000	0.000	19	18	5939	113845	100.00	65.00	19	18	1747589775	8
2026-07-04T14:29:20Z	20260704T142911Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@1	ab(d4)@1.exp(t1,c4,w0,l0,f8)@1	W	37	13	14	2.230	9.197	15.625	0.000	19	18	5013	113845	100.00	65.00	19	18	1990358090	8
2026-07-04T14:29:20Z	20260704T142911Z	boards/board1.txt	greedy@1.classic(t2,c10,w3,l2)@1	ab(d4)@1.exp(t1,c4,w0,l0,f8)@1	B	62	9	10	0.149	18.247	0.000	15.625	31	31	0	271629	0.00	124.00	0	31	912930179	8
2026-07-04T14:29:20Z	20260704T142911Z	boards/board1.txt	smart(2)@1	ab(d4)@1.exp(t1,c4,w0,l0,f8)@1	B	60	7	12	0.017	19.197	0.000	31.250	30	30	0	284203	0.00	120.00	0	30	887382501	8
2026-07-04T14:29:20Z	20260704T142911Z	boards/board1.txt	smart(6)@1	ab(d4)@1.exp(t1,c4,w0,l0,f8)@1	B	48	10	14	0.019	30.738	0.000	31.250	24	24	0	372250	0.00	96.00	0	24	1366467337	8
2026-07-04T14:29:20Z	20260704T142911Z	boards/board1.txt	ab(d6,nb200k)@1.classic(t1,c4,w0,l0)@1	ab(d5)@1.classic(t1,c4,w0,l0)@1	W	33	13	12	109.991	29.548	93.750	46.875	17	16	1827640	482694	86.78	70.00	17	16	3064471087	8
2026-07-04T14:29:20Z	20260704T142911Z	boards/board1.txt	ab(d6,nb200k)@1.classic(t1,c4,w0,l0)@1.dil(r25)@1	ab(d5)@1.classic(t1,c4,w0,l0)@1	B	12	13	16	32.834	10.719	15.625	15.625	6	6	542380	196334	23.76	30.00	4	6	1105891495	8
2026-07-04T14:29:20Z	20260704T142911Z	boards/board1.txt	ab(d6,noab,nb200k)@1.classic(t1,c4,w0,l0)@1	ab(d5)@1.classic(t1,c4,w0,l0)@1	B	35	11	12	182.754	30.201	203.125	0.000	18	17	3203878	504414	58.18	85.00	18	17	3448864571	8
2026-07-04T14:29:21Z	20260704T142911Z	boards/board1.txt	ab(d6,tt,nb200k)@1.classic(t1,c4,w0,l0)@1	ab(d5)@1.classic(t1,c4,w0,l0)@1	W	33	13	12	56.639	32.641	31.250	62.500	17	16	177417	482694	88.00	70.00	17	16	1896197111	8
2026-07-04T14:29:21Z	20260704T142911Z	boards/board1.txt	ab(d6,tt,ord,asp25,nb200k)@1.classic(t1,c4,w0,l0)@1	ab(d5)@1.classic(t1,c4,w0,l0)@1	W	33	13	12	1.964	33.513	0.000	31.250	17	16	4468	482694	88.00	70.00	17	16	1827709969	8
2026-07-04T14:29:21Z	20260704T142911Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@1	ab(d5)@1.classic(t1,c4,w0,l0)@1	W	33	13	12	2.027	33.966	0.000	46.875	17	16	4583	482694	88.00	70.00	17	16	2811866998	8
2026-07-04T14:29:21Z	20260704T142911Z	boards/board1.txt	greedy@1.classic(t2,c10,w3,l2)@1	ab(d5)@1.classic(t1,c4,w0,l0)@1	B	62	9	10	0.156	58.847	0.000	46.875	31	31	0	982695	0.00	155.00	0	31	698169261	8
2026-07-04T14:29:21Z	20260704T142911Z	boards/board1.txt	smart(2)@1	ab(d5)@1.classic(t1,c4,w0,l0)@1	B	34	11	14	0.011	42.745	0.000	46.875	17	17	0	603364	0.00	85.00	0	17	3231384207	8
2026-07-04T14:29:21Z	20260704T142911Z	boards/board1.txt	smart(6)@1	ab(d5)@1.classic(t1,c4,w0,l0)@1	B	48	13	12	0.023	73.154	0.000	78.125	24	24	0	1170718	0.00	120.00	0	24	1873212219	8
2026-07-04T14:29:21Z	20260704T142911Z	boards/board1.txt	ab(d6,nb200k)@1.classic(t1,c4,w0,l0)@1.dil(r10)@1	ab(d6,nb200k)@1.classic(t1,c4,w0,l0)@1	W	36	13	12	104.210	141.793	109.375	140.625	18	18	1689640	2372018	79.36	91.22	15	18	2042667823	8
2026-07-04T14:29:21Z	20260704T142911Z	boards/board1.txt	ab(d6,nb200k)@1.classic(t1,c4,w0,l0)@1.dil(r50)@1	ab(d6,nb200k)@1.classic(t1,c4,w0,l0)@1	B	12	16	16	23.988	39.395	31.250	31.250	6	6	342330	628907	18.00	25.42	3	6	299043779	8
2026-07-04T14:29:21Z	20260704T142911Z	boards/board1.txt	ab(d6,ord,nb200k)@1.classic(t1,c4,w0,l0)@1	ab(d6,nb200k)@1.classic(t1,c4,w0,l0)@1	W	32	13	12	152.802	122.807	109.375	156.250	16	16	1035133	2050148	87.00	80.57	16	16	423001076	8
2026-07-04T14:29:21Z	20260704T142911Z	boards/board1.txt	ab(d6,tt,ord,asp100,nb200k)@1.classic(t1,c4,w0,l0)@1	ab(d6,nb200k)@1.classic(t1,c4,w0,l0)@1	W	32	13	12	1.923	107.030	0.000	109.375	16	16	5299	2050148	87.00	80.57	16	16	4264137637	8
2026-07-04T14:29:22Z	20260704T142911Z	boards/board1.txt	ab(d6,tt,ord,asp50,nb200k)@1.classic(t1,c4,w0,l0)@1	ab(d6,nb200k)@1.classic(t1,c4,w0,l0)@1	W	32	13	12	1.760	127.957	0.000	140.625	16	16	4788	2050148	87.00	80.57	16	16	2756267889	8
2026-07-04T14:29:22Z	20260704T142911Z	boards/board1.txt	smart(6)@1	ab(d6,nb200k)@1.classic(t1,c4,w0,l0)@1	B	24	12	15	0.014	82.802	0.000	78.125	12	12	0	1461380	0.00	60.46	0	12	4057726091	8
2026-07-04T14:29:22Z	20260704T142911Z	boards/board1.txt	ab(d6,nb200k)@1.classic(t1,c4,w0,l0)@1.dil(r50)@1	ab(d6,nb200k)@1.classic(t1,c4,w0,l0)@1.dil(r10)@1	B	28	12	14	73.435	125.038	93.750	109.375	14	14	1116850	1895401	47.10	70.15	8	13	3853623985	8
2026-07-04T14:29:22Z	20260704T142911Z	boards/board1.txt	ab(d6,ord,nb200k)@1.classic(t1,c4,w0,l0)@1	ab(d6,nb200k)@1.classic(t1,c4,w0,l0)@1.dil(r10)@1	W	32	13	12	151.753	124.528	140.625	125.000	16	16	1035133	2050148	87.00	80.57	16	16	1561275232	8
2026-07-04T14:29:22Z	20260704T142911Z	boards/board1.txt	ab(d6,tt,ord,asp100,nb200k)@1.classic(t1,c4,w0,l0)@1	ab(d6,nb200k)@1.classic(t1,c4,w0,l0)@1.dil(r10)@1	B	41	11	12	173.484	146.696	156.250	156.250	21	20	572819	2448829	112.00	101.18	21	19	1815642895	8
2026-07-04T14:29:23Z	20260704T142911Z	boards/board1.txt	ab(d6,tt,ord,asp50,nb200k)@1.classic(t1,c4,w0,l0)@1	ab(d6,nb200k)@1.classic(t1,c4,w0,l0)@1.dil(r10)@1	W	31	13	12	68.941	75.275	62.500	78.125	16	15	254194	1232872	82.00	56.75	16	11	2680303019	8
2026-07-04T14:29:23Z	20260704T142911Z	boards/board1.txt	greedy@1.classic(t1,c4,w0,l0)@1	ab(d6,nb200k)@1.classic(t1,c4,w0,l0)@1.dil(r10)@1	B	24	12	15	0.014	59.062	0.000	62.500	12	12	0	934090	0.00	50.67	0	10	3678016684	8
2026-07-04T14:29:23Z	20260704T142911Z	boards/board1.txt	rand@1	ab(d6,nb200k)@1.classic(t1,c4,w0,l0)@1.dil(r10)@1	B	16	13	16	0.008	67.140	0.000	62.500	8	8	0	1004611	0.00	42.59	0	8	4176768940	8
2026-07-04T14:29:23Z	20260704T142911Z	boards/board1.txt	smart(4)@1	ab(d6,nb200k)@1.classic(t1,c4,w0,l0)@1.dil(r10)@1	B	50	10	13	0.031	224.342	0.000	234.375	25	25	0	3658112	0.00	123.53	0	24	2201428155	8
2026-07-04T14:29:23Z	20260704T142911Z	boards/board1.txt	tiered@1	ab(d6,nb200k)@1.classic(t1,c4,w0,l0)@1.dil(r10)@1	B	46	11	13	0.029	176.590	0.000	171.875	23	23	0	3005168	0.00	95.53	0	19	477039166	8
2026-07-04T14:29:23Z	20260704T142911Z	boards/board1.txt	ab(d6,noab,nb200k)@1.classic(t1,c4,w0,l0)@1	ab(d6,nb200k)@1.classic(t1,c4,w0,l0)@1.dil(r25)@1	W	30	13	12	169.477	92.345	187.500	78.125	15	15	2619110	1505340	49.21	64.20	15	13	1071461509	8
2026-07-04T14:29:24Z	20260704T142911Z	boards/board1.txt	ab(d6,tt,nb200k)@1.classic(t1,c4,w0,l0)@1	ab(d6,nb200k)@1.classic(t1,c4,w0,l0)@1.dil(r25)@1	W	58	12	9	307.025	144.418	312.500	140.625	29	29	1213841	2506606	157.00	107.06	29	20	1960738001	8
2026-07-04T14:29:24Z	20260704T142911Z	boards/board1.txt	ab(d6,tt,ord,asp25,nb200k)@1.classic(t1,c4,w0,l0)@1	ab(d6,nb200k)@1.classic(t1,c4,w0,l0)@1.dil(r25)@1	W	24	14	14	86.624	74.210	109.375	46.875	12	12	345751	1293043	64.00	48.26	12	10	718745739	8
2026-07-04T14:29:24Z	20260704T142911Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@1	ab(d6,nb200k)@1.classic(t1,c4,w0,l0)@1.dil(r25)@1	W	28	13	12	128.885	72.412	140.625	62.500	14	14	483791	1242393	79.00	54.29	14	10	4110617060	8
2026-07-04T14:29:24Z	20260704T142911Z	boards/board1.txt	greedy@1.classic(t2,c10,w3,l2)@1	ab(d6,nb200k)@1.classic(t1,c4,w0,l0)@1.dil(r25)@1	B	58	8	10	0.165	165.118	0.000	140.625	29	29	0	2327702	0.00	117.27	0	22	4022992583	8
2026-07-04T14:29:24Z	20260704T142911Z	boards/board1.txt	smart(2)@1	ab(d6,nb200k)@1.classic(t1,c4,w0,l0)@1.dil(r25)@1	B	30	13	13	0.018	88.945	0.000	78.125	15	15	0	1582318	0.00	67.92	0	14	1368350569	8
2026-07-04T14:29:25Z	20260704T142911Z	boards/board1.txt	smart(6)@1	ab(d6,nb200k)@1.classic(t1,c4,w0,l0)@1.dil(r25)@1	B	44	12	14	0.021	141.071	0.000	140.625	22	22	0	2145925	0.00	69.33	0	14	804112517	8
2026-07-04T14:29:25Z	20260704T142911Z	boards/board1.txt	ab(d6,noab,nb200k)@1.classic(t1,c4,w0,l0)@1	ab(d6,nb200k)@1.classic(t1,c4,w0,l0)@1.dil(r50)@1	W	32	13	13	162.263	72.688	203.125	46.875	16	16	2803978	1297995	50.66	56.38	16	11	3778757157	8
2026-07-04T14:29:25Z	20260704T142911Z	boards/board1.txt	ab(d6,tt,nb200k)@1.classic(t1,c4,w0,l0)@1	ab(d6,nb200k)@1.classic(t1,c4,w0,l0)@1.dil(r50)@1	W	45	12	10	298.050	131.336	265.625	156.250	23	22	1069356	2199115	133.00	79.65	23	14	2176882913	8
2026-07-04T14:29:25Z	20260704T142911Z	boards/board1.txt	ab(d6,tt,ord,asp25,nb200k)@1.classic(t1,c4,w0,l0)@1	ab(d6,nb200k)@1.classic(t1,c4,w0,l0)@1.dil(r50)@1	W	17	16	14	76.472	30.230	78.125	31.250	9	8	317077	479381	49.00	17.44	9	3	1317770151	8
2026-07-04T14:29:26Z	20260704T142911Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@1	ab(d6,nb200k)@1.classic(t1,c4,w0,l0)@1.dil(r50)@1	W	23	16	15	114.894	36.388	125.000	15.625	12	11	433847	679496	64.00	22.18	12	4	1236233172	8
2026-07-04T14:29:26Z	20260704T142911Z	boards/board1.txt	greedy@1.classic(t2,c10,w3,l2)@1	ab(d6,nb200k)@1.classic(t1,c4,w0,l0)@1.dil(r50)@1	W	17	15	14	0.054	38.154	0.000	31.250	9	8	0	642199	0.00	22.94	0	4	788698131	8
2026-07-04T14:29:26Z	20260704T142911Z	boards/board1.txt	smart(2)@1	ab(d6,nb200k)@1.classic(t1,c4,w0,l0)@1.dil(r50)@1	B	78	6	9	0.032	94.332	0.000	93.750	39	39	0	1633897	0.00	82.67	0	16	155437625	8
2026-07-04T14:29:26Z	20260704T142911Z	boards/board1.txt	smart(6)@1	ab(d6,nb200k)@1.classic(t1,c4,w0,l0)@1.dil(r50)@1	W	25	15	13	0.014	45.704	0.000	46.875	13	12	0	766818	0.00	28.50	0	5	3511408165	8
2026-07-04T14:29:26Z	20260704T142911Z	boards/board1.txt	ab(d6,ord,nb200k)@1.classic(t1,c4,w0,l0)@1	ab(d6,noab,nb200k)@1.classic(t1,c4,w0,l0)@1	W	30	13	13	137.386	145.268	187.500	93.750	15	15	1030037	2604265	82.00	47.25	15	15	3155708800	8
2026-07-04T14:29:26Z	20260704T142911Z	boards/board1.txt	ab(d6,tt,ord,asp100,nb200k)@1.classic(t1,c4,w0,l0)@1	ab(d6,noab,nb200k)@1.classic(t1,c4,w0,l0)@1	W	30	13	13	66.278	143.547	78.125	125.000	15	15	207914	2604265	82.00	47.25	15	15	3237152491	8
2026-07-04T14:29:26Z	20260704T142911Z	boards/board1.txt	ab(d6,tt,ord,asp50,nb200k)@1.classic(t1,c4,w0,l0)@1	ab(d6,noab,nb200k)@1.classic(t1,c4,w0,l0)@1	W	30	13	13	1.186	129.722	0.000	125.000	15	15	3089	2604265	82.00	47.25	15	15	2035535463	8
2026-07-04T14:29:26Z	20260704T142911Z	boards/board1.txt	greedy@1.classic(t1,c4,w0,l0)@1	ab(d6,noab,nb200k)@1.classic(t1,c4,w0,l0)@1	B	22	12	15	0.015	84.837	0.000	93.750	11	11	0	1620089	0.00	33.02	0	11	2548484236	8
2026-07-04T14:29:27Z	20260704T142911Z	boards/board1.txt	rand@1	ab(d6,noab,nb200k)@1.classic(t1,c4,w0,l0)@1	B	22	15	16	0.013	110.247	0.000	109.375	11	11	0	2000623	0.00	35.03	0	11	1292630924	8
2026-07-04T14:29:27Z	20260704T142911Z	boards/board1.txt	smart(4)@1	ab(d6,noab,nb200k)@1.classic(t1,c4,w0,l0)@1	B	42	12	13	0.026	188.878	0.000	187.500	21	21	0	3801171	0.00	66.20	0	21	3436500215	8
2026-07-04T14:29:27Z	20260704T142911Z	boards/board1.txt	tiered@1	ab(d6,noab,nb200k)@1.classic(t1,c4,w0,l0)@1	B	68	11	8	0.068	344.735	0.000	343.750	34	34	0	6214261	0.00	111.56	0	34	4112129650	8
2026-07-04T14:29:27Z	20260704T142911Z	boards/board1.txt	ab(d6,tt,ord,asp100,nb200k)@1.classic(t1,c4,w0,l0)@1	ab(d6,ord,nb200k)@1.classic(t1,c4,w0,l0)@1	W	58	8	9	122.257	233.584	140.625	218.750	29	29	442386	1740714	165.00	160.00	29	29	2811474292	8
2026-07-04T14:29:28Z	20260704T142911Z	boards/board1.txt	ab(d6,tt,ord,asp50,nb200k)@1.classic(t1,c4,w0,l0)@1	ab(d6,ord,nb200k)@1.classic(t1,c4,w0,l0)@1	W	58	8	9	13.903	246.176	0.000	250.000	29	29	44278	1740714	165.00	160.00	29	29	2277207112	8
2026-07-04T14:29:28Z	20260704T142911Z	boards/board1.txt	greedy@1.classic(t1,c4,w0,l0)@1	ab(d6,ord,nb200k)@1.classic(t1,c4,w0,l0)@1	B	22	12	15	0.017	102.861	0.000	109.375	11	11	0	643359	0.00	52.00	0	11	2832109125	8
2026-07-04T14:29:28Z	20260704T142911Z	boards/board1.txt	rand@1	ab(d6,ord,nb200k)@1.classic(t1,c4,w0,l0)@1	B	22	13	16	0.015	137.137	0.000	140.625	11	11	0	975292	0.00	61.00	0	11	1516048197	8
2026-07-04T14:29:28Z	20260704T142911Z	boards/board1.txt	smart(4)@1	ab(d6,ord,nb200k)@1.classic(t1,c4,w0,l0)@1	B	46	9	13	0.028	302.712	0.000	296.875	23	23	0	2095877	0.00	125.00	0	23	1588084632	8
2026-07-04T14:29:28Z	20260704T142911Z	boards/board1.txt	tiered@1	ab(d6,ord,nb200k)@1.classic(t1,c4,w0,l0)@1	B	24	14	15	0.019	107.686	0.000	109.375	12	12	0	738119	0.00	59.00	0	12	904453923	8
2026-07-04T14:29:29Z	20260704T142911Z	boards/board1.txt	ab(d6,tt,ord,asp25,nb200k)@1.classic(t1,c4,w0,l0)@1	ab(d6,tt,nb200k)@1.classic(t1,c4,w0,l0)@1	W	30	13	13	118.932	135.472	109.375	140.625	15	15	382758	516893	81.00	76.00	15	15	3130259955	8
2026-07-04T14:29:29Z	20260704T142911Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@1	ab(d6,tt,nb200k)@1.classic(t1,c4,w0,l0)@1	B	35	12	13	135.741	142.098	171.875	93.750	18	17	480148	500175	94.00	93.00	18	17	2870859304	8
2026-07-04T14:29:29Z	20260704T142911Z	boards/board1.txt	greedy@1.classic(t2,c10,w3,l2)@1	ab(d6,tt,nb200k)@1.classic(t1,c4,w0,l0)@1	B	62	9	10	0.158	275.567	0.000	281.250	31	31	0	1107653	0.00	172.00	0	31	1569050311	8
2026-07-04T14:29:30Z	20260704T142911Z	boards/board1.txt	smart(2)@1	ab(d6,tt,nb200k)@1.classic(t1,c4,w0,l0)@1	B	48	10	14	0.034	368.171	0.000	359.375	24	24	0	1269654	0.00	133.00	0	24	2380789429	8
2026-07-04T14:29:30Z	20260704T142911Z	boards/board1.txt	smart(6)@1	ab(d6,tt,nb200k)@1.classic(t1,c4,w0,l0)@1	B	32	12	15	0.028	206.807	0.000	203.125	16	16	0	772077	0.00	86.00	0	16	2484457241	8
2026-07-04T14:29:30Z	20260704T142911Z	boards/board1.txt	ab(d6,tt,ord,asp25,nb200k)@1.classic(t1,c4,w0,l0)@1	ab(d6,tt,ord,asp100,nb200k)@1.classic(t1,c4,w0,l0)@1	W	34	13	13	167.121	217.671	171.875	218.750	17	17	487296	591974	93.00	88.00	17	17	1169092927	8
2026-07-04T14:29:30Z	20260704T142911Z	boards/board1.txt	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@1	ab(d6,tt,ord,asp100,nb200k)@1.classic(t1,c4,w0,l0)@1	W	34	13	13	2.833	13.474	0.000	15.625	17	17	6990	32530	93.00	88.00	17	17	161403222	8
2026-07-04T14:29:30Z	20260704T142911Z	boards/board1.txt	greedy@1.classic(t2,c10,w3,l2)@1	ab(d6,tt,ord,asp100,nb200k)@1.classic(t1,c4,w0,l0)@1	B	62	9	10	0.153	130.144	0.000	125.000	31	31	0	422051	0.00	172.00	0	31	3907681947	8
2026-07-04T14:29:30Z	20260704T142911Z	boards/board1.txt	smart(2)@1	ab(d6,tt,ord,asp100,nb200k)@1.classic(t1,c4,w0,l0)@1	B	40	10	13	0.022	215.329	0.000	218.750	20	20	0	860550	0.00	106.00	0	20	2880035849	8
2026-07-04T14:29:31Z	20260704T142911Z	boards/board1.txt	smart(6)@1	ab(d6,tt,ord,asp100,nb200k)@1.classic(t1,c4,w0,l0)@1	B	36	13	14	0.026	214.380	0.000	218.750	18	18	0	796655	0.00	95.00	0	18	1281122069	8
2026-07-04T14:29:31Z	20260704T142911Z	boards/board1.txt	ab(d6,tt,ord,asp50,nb200k)@1.classic(t1,c4,w0,l0)@1	ab(d6,tt,ord,asp25,nb200k)@1.classic(t1,c4,w0,l0)@1	W	32	14	13	120.820	133.372	78.125	171.875	16	16	367131	434399	87.00	82.00	16	16	2030899781	8
2026-07-04T14:29:31Z	20260704T142911Z	boards/board1.txt	greedy@1.classic(t1,c4,w0,l0)@1	ab(d6,tt,ord,asp25,nb200k)@1.classic(t1,c4,w0,l0)@1	B	24	12	15	0.013	43.254	0.000	46.875	12	12	0	189514	0.00	58.00	0	12	1812504606	8
2026-07-04T14:29:31Z	20260704T142911Z	boards/board1.txt	rand@1	ab(d6,tt,ord,asp25,nb200k)@1.classic(t1,c4,w0,l0)@1	B	26	12	16	0.015	175.248	0.000	171.875	13	13	0	666440	0.00	73.00	0	13	596783902	8
2026-07-04T14:29:31Z	20260704T142911Z	boards/board1.txt	smart(4)@1	ab(d6,tt,ord,asp25,nb200k)@1.classic(t1,c4,w0,l0)@1	B	46	9	14	0.027	236.554	0.000	234.375	23	23	0	989771	0.00	124.00	0	23	3144391029	8
2026-07-04T14:29:32Z	20260704T142911Z	boards/board1.txt	tiered@1	ab(d6,tt,ord,asp25,nb200k)@1.classic(t1,c4,w0,l0)@1	B	36	13	14	0.023	189.544	0.000	171.875	18	18	0	804058	0.00	95.00	0	18	1557021800	8
2026-07-04T14:29:32Z	20260704T142911Z	boards/board1.txt	greedy@1.classic(t1,c4,w0,l0)@1	ab(d6,tt,ord,asp50,nb200k)@1.classic(t1,c4,w0,l0)@1	B	24	12	15	0.013	72.704	0.000	78.125	12	12	0	298174	0.00	58.00	0	12	996698258	8
2026-07-04T14:29:32Z	20260704T142911Z	boards/board1.txt	rand@1	ab(d6,tt,ord,asp50,nb200k)@1.classic(t1,c4,w0,l0)@1	B	38	14	15	0.022	187.617	0.000	187.500	19	19	0	750064	0.00	101.00	0	19	4075944850	8
2026-07-04T14:29:32Z	20260704T142911Z	boards/board1.txt	smart(4)@1	ab(d6,tt,ord,asp50,nb200k)@1.classic(t1,c4,w0,l0)@1	B	44	10	14	0.028	272.746	0.000	265.625	22	22	0	1119798	0.00	119.00	0	22	722978117	8
2026-07-04T14:29:32Z	20260704T142911Z	boards/board1.txt	tiered@1	ab(d6,tt,ord,asp50,nb200k)@1.classic(t1,c4,w0,l0)@1	B	46	12	12	0.033	282.425	0.000	296.875	23	23	0	1163727	0.00	125.00	0	23	985571416	8
2026-07-04T14:29:33Z	20260704T142911Z	boards/board1.txt	smart(6)@1	ab(d6,tt,ord,nb200k)@1.classic(t1,c4,w0,l0)@1	B	36	12	13	0.022	182.091	0.000	171.875	18	18	0	670969	0.00	95.00	0	18	2164090416	8
2026-07-04T14:29:33Z	20260704T142911Z	boards/board1.txt	smart(6)@1	greedy@1.classic(t1,c4,w0,l0)@1	B	50	13	9	0.016	0.024	0.000	0.000	25	25	0	0	0.00	0.00	0	0	2095574608	8
2026-07-04T14:29:33Z	20260704T142911Z	boards/board1.txt	smart(6)@1	greedy@1.classic(t2,c10,w3,l2)@1	W	35	14	11	0.011	0.086	0.000	0.000	18	17	0	0	0.00	0.00	0	0	2582040717	8
2026-07-04T14:29:33Z	20260704T142911Z	boards/board1.txt	smart(6)@1	rand@1	W	27	15	12	0.009	0.007	0.000	0.000	14	13	0	0	0.00	0.00	0	0	1546048078	8
2026-07-04T14:29:33Z	20260704T142911Z	boards/board1.txt	smart(6)@1	smart(2)@1	W	53	13	8	0.016	0.014	0.000	0.000	27	26	0	0	0.00	0.00	0	0	715095879	8
2026-07-04T14:29:33Z	20260704T142911Z	boards/board1.txt	smart(6)@1	smart(4)@1	W	67	9	6	0.019	0.018	0.000	0.000	34	33	0	0	0.00	0.00	0	0	2892759785	8
2026-07-04T14:29:11Z	20260704T142911Z	boards/board1.txt	ab(d1)@1.classic(t1,c4,w0,l0)@1	ab(d2)@1.classic(t1,c4,w0,l0)@1	B	64	6	15	0.043	0.214	0.000	0.000	32	32	785	4467	32.00	64.00	32	32	1618733857	8
2026-07-04T14:29:11Z	20260704T142911Z	boards/board1.txt	ab(d1)@1.classic(t1,c4,w0,l0)@1	ab(d4)@1.classic(t1,c4,w0,l0)@1	B	22	12	15	0.021	2.157	0.000	0.000	11	11	265	33067	11.00	44.00	11	11	781478907	8
2026-07-04T14:29:11Z	20260704T142911Z	boards/board1.txt	ab(d1)@1.classic(t1,c4,w0,l0)@1	ab(d4)@1.classic(t1,c4,w0,l0)@1.dil(r25)@1	W	35	13	12	0.033	2.989	0.000	0.000	18	17	442	45322	18.00	48.00	18	12	2982405683	8
2026-07-04T14:29:11Z	20260704T142911Z	boards/board1.txt	ab(d1)@1.classic(t1,c4,w0,l0)@1	ab(d4)@1.classic(t1,c4,w0,l0)@1.dil(r50)@1	W	23	14	14	0.020	1.259	0.000	0.000	12	11	294	19290	12.00	20.00	12	5	2889896079	8
2026-07-04T14:29:11Z	20260704T142911Z	boards/board1.txt	ab(d1)@1.classic(t1,c4,w0,l0)@1	ab(d4)@1.exp(t1,c4,w0,l0,f1)@1	B	32	11	14	0.032	12.542	0.000	15.625	16	16	386	163242	16.00	64.00	16	16	414949927	8
2026-07-04T14:29:11Z	20260704T142911Z	boards/board1.txt	ab(d1)@1.classic(t1,c4,w0,l0)@1	ab(d4)@1.exp(t1,c4,w0,l0,f4)@1	B	32	11	14	0.032	13.298	0.000	0.000	16	16	386	168632	16.00	64.00	16	16	4167319642	8
2026-07-04T14:29:11Z	20260704T142911Z	boards/board1.txt	ab(d1)@1.classic(t1,c4,w0,l0)@1	ab(d5)@1.classic(t1,c4,w0,l0)@1	B	22	12	15	0.022	18.514	0.000	15.625	11	11	265	276828	11.00	55.00	11	11	1458407028	8
2026-07-04T14:29:11Z	20260704T142911Z	boards/board1.txt	ab(d1)@1.classic(t1,c4,w0,l0)@1	ab(d6,nb200k)@1.classic(t1,c4,w0,l0)@1.dil(r10)@1	B	22	12	15	0.022	65.160	0.000	62.500	11	11	265	934065	11.00	51.67	11	11	460927578	8
2026-07-04T14:29:11Z	20260704T142911Z	boards/board1.txt	ab(d1)@1.classic(t1,c4,w0,l0)@1	ab(d6,nb200k)@1.classic(t1,c4,w0,l0)@1.dil(r50)@1	W	35	12	14	0.037	90.699	0.000	93.750	18	17	433	1331322	18.00	53.27	18	9	1185902894	8
2026-07-04T14:29:11Z	20260704T142911Z	boards/board1.txt	ab(d1)@1.classic(t1,c4,w0,l0)@1	ab(d6,ord,nb200k)@1.classic(t1,c4,w0,l0)@1	B	22	12	15	0.021	87.113	0.000	93.750	11	11	265	643359	11.00	52.00	11	11	952433821	8
2026-07-04T14:29:11Z	20260704T142911Z	boards/board1.txt	ab(d1)@1.classic(t1,c4,w0,l0)@1	ab(d6,tt,ord,asp100,nb200k)@1.classic(t1,c4,w0,l0)@1	B	22	12	15	0.021	78.223	0.000	78.125	11	11	265	291924	11.00	52.00	11	11	4278253622	8
2026-07-04T14:29:11Z	20260704T142911Z	boards/board1.txt	ab(d1)@1.classic(t1,c4,w0,l0)@1	ab(d6,tt,ord,asp50,nb200k)@1.classic(t1,c4,w0,l0)@1	B	22	12	15	0.015	1.801	0.000	0.000	11	11	265	5447	11.00	52.00	11	11	2795078344	8
