# rank.exe determinism -- one row per (subject, colour)
# probe=ab(deep=2)@1.classic(chip=100)@2	replicas=3	board=boards/board1.txt
# distinct = distinct move sequences over the replicas (1 = reproducible)
# first_div_ply = first half-move where two replicas differ (-1 = none)
# det = rankAgentIsDeterministic (0 = draws from rand(), expected to fail)
# traceset = hash over the SORTED DISTINCT per-ply position traces. Two runs of
#   this command agree on a row's trajectories exactly when its traceset matches,
#   so diffing two TSVs is an exact cross-process test, not a plies/nodes proxy.
colour	det	timed	replicas	distinct	first_div_ply	traceset	plies	result	nodes_self	id
W	1	0	3	1	-1	28390d6fc8bd9bce	43	W	2635331	ab(deep=6,ord,nodes=200k)@1.adv(chip=77,support=-2,control=1,noiseseed=1,racewin=1)@1.opener(book,book=2)@1
B	1	0	3	1	-1	babf8f546d12b1e2	34	B	860323	ab(deep=6,ord,nodes=200k)@1.adv(chip=77,support=-2,control=1,noiseseed=1,racewin=1)@1.opener(book,book=2)@1
W	1	0	3	1	-1	a45169688b43bb0e	25	W	432638	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2.opener(book,book=13)@1
B	1	0	3	1	-1	e0df64340d2a1fc6	22	B	282509	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2.opener(book,book=13)@1
W	1	0	3	1	-1	a45169688b43bb0e	25	W	432638	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2.opener(book,book=14)@1
B	1	0	3	1	-1	7d4498ff2b9ba1c8	30	B	478381	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2.opener(book,book=14)@1
W	1	0	3	1	-1	e6542d008f33638a	55	W	2023159	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=15)@1
B	1	0	3	1	-1	ad2751ab1c2c9fc0	42	B	918717	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=15)@1
W	1	0	3	1	-1	e6542d008f33638a	55	W	2023159	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=16)@1
B	1	0	3	1	-1	ad2751ab1c2c9fc0	42	B	817951	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=16)@1
W	1	0	3	1	-1	62eab25fd7600475	63	B	2670108	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=3,68364898,pool_games,lin,shape=129-1)@1.opener(book,book=17)@1
B	1	0	3	1	-1	29355818396af982	38	B	1078979	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=3,68364898,pool_games,lin,shape=129-1)@1.opener(book,book=17)@1
W	1	0	3	1	-1	62eab25fd7600475	63	B	2670108	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=3,68364898,pool_games,lin,shape=129-1)@1.opener(book,book=18)@1
B	1	0	3	1	-1	29355818396af982	38	B	1078979	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=3,68364898,pool_games,lin,shape=129-1)@1.opener(book,book=18)@1
W	1	0	3	1	-1	b0d46d6e494c2679	29	W	1323036	ab(deep=6,ord,nodes=200k)@1.adv(chip=77,support=-2,control=1,noiseseed=1,racewin=1)@1.opener(book,book=19)@1
B	1	0	3	1	-1	e248c146a78178f4	58	W	3058203	ab(deep=6,ord,nodes=200k)@1.adv(chip=77,support=-2,control=1,noiseseed=1,racewin=1)@1.opener(book,book=19)@1
W	1	0	3	1	-1	b0d46d6e494c2679	29	W	1323036	ab(deep=6,ord,nodes=200k)@1.adv(chip=77,support=-2,control=1,noiseseed=1,racewin=1)@1.opener(book,book=20)@1
B	1	0	3	1	-1	e248c146a78178f4	58	W	2826695	ab(deep=6,ord,nodes=200k)@1.adv(chip=77,support=-2,control=1,noiseseed=1,racewin=1)@1.opener(book,book=20)@1
W	1	1	3	1	-1	be0a0bac1937fdc5	65	W	2676805	ab(deep=6,tt,ord,time=150ms)@1.learned(model=76,ef183148,position_elo,lin,mu_shape=129-1,sigma_shape=129-1)@1
B	1	1	3	1	-1	f324a62768a76734	46	B	2259444	ab(deep=6,tt,ord,time=150ms)@1.learned(model=76,ef183148,position_elo,lin,mu_shape=129-1,sigma_shape=129-1)@1
W	1	1	3	1	-1	2b591b20eaba3bfc	69	B	2308560	ab(deep=6,tt,ord,time=150ms)@1.learned(model=3,68364898,pool_games,lin,shape=129-1)@1
B	1	1	3	1	-1	29355818396af982	38	B	1151687	ab(deep=6,tt,ord,time=150ms)@1.learned(model=3,68364898,pool_games,lin,shape=129-1)@1
W	1	1	3	1	-1	bf06517bfadcd63e	53	W	2120786	ab(deep=6,tt,ord,time=150ms)@1.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1
B	1	1	3	1	-1	ad2751ab1c2c9fc0	42	B	1017025	ab(deep=6,tt,ord,time=150ms)@1.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1
W	1	1	3	1	-1	608584ab05686032	49	W	2690079	ab(deep=6,tt,ord,time=150ms)@1.learned(model=111,78ef6974,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1
B	1	1	3	1	-1	8541c97067f0283c	48	B	3535618	ab(deep=6,tt,ord,time=150ms)@1.learned(model=111,78ef6974,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1
W	1	1	3	1	-1	5017a1f1e4648d9a	43	W	1312521	ab(deep=6,tt,ord,time=150ms)@1.learned(model=96,990e39e7,pool_games,lin,shape=129-1)@1
B	1	1	3	1	-1	9be7e1d46f941622	56	B	2436821	ab(deep=6,tt,ord,time=150ms)@1.learned(model=96,990e39e7,pool_games,lin,shape=129-1)@1
W	1	1	3	1	-1	2fa3a9fa765e32a7	51	W	2006502	ab(deep=6,tt,ord,time=150ms)@1.learned(model=8,6f1a4264,pool_games,lin,shape=129-1)@1
B	1	1	3	1	-1	51b921a19690b142	58	W	2385709	ab(deep=6,tt,ord,time=150ms)@1.learned(model=8,6f1a4264,pool_games,lin,shape=129-1)@1
W	1	1	3	1	-1	84c9a74e0f818ac5	33	W	1857802	ab(deep=6,tt,ord,time=150ms)@1.learned(model=113,e3cc8b4e,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1
B	1	1	3	1	-1	bc849e72abccabdc	56	B	2558889	ab(deep=6,tt,ord,time=150ms)@1.learned(model=113,e3cc8b4e,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1
W	1	1	3	1	-1	a45169688b43bb0e	25	W	463555	ab(deep=6,tt,ord,time=150ms)@1.classic(chip=100)@2
B	1	1	3	1	-1	3063a9870880bdb6	24	B	375735	ab(deep=6,tt,ord,time=150ms)@1.classic(chip=100)@2
W	1	1	3	1	-1	b5f98be5ce6ed117	47	W	1771851	ab(deep=6,tt,ord,time=150ms)@1.learned(model=4,eb105733,pool_games,lin,shape=129-1)@1
B	1	1	3	1	-1	ff6a1fb1737f1435	50	B	1951732	ab(deep=6,tt,ord,time=150ms)@1.learned(model=4,eb105733,pool_games,lin,shape=129-1)@1
W	1	1	3	1	-1	c3b55324274b059	41	W	1358153	ab(deep=6,tt,ord,time=150ms)@1.learned(model=10,fead67b7,weight_merge,lin,shape=129-1)@1
B	1	1	3	1	-1	d3d160023ac0f858	60	W	2370220	ab(deep=6,tt,ord,time=150ms)@1.learned(model=10,fead67b7,weight_merge,lin,shape=129-1)@1
W	1	1	3	1	-1	895da20fbcc4952c	31	W	1104716	ab(deep=6,tt,ord,time=150ms)@1.learned(model=94,784bb5fe,pool_games,lin,shape=129-1)@1
B	1	1	3	1	-1	be91577c1cdd5346	38	B	1233870	ab(deep=6,tt,ord,time=150ms)@1.learned(model=94,784bb5fe,pool_games,lin,shape=129-1)@1
W	1	1	3	1	-1	96b0bc8a85e522a9	37	W	1277537	ab(deep=6,tt,ord,time=150ms)@1.learned(model=95,07792e69,pool_games,lin,shape=129-1)@1
B	1	1	3	1	-1	7f13babd77f8a968	68	B	2522844	ab(deep=6,tt,ord,time=150ms)@1.learned(model=95,07792e69,pool_games,lin,shape=129-1)@1
W	1	1	3	1	-1	b5b98c5e20a01c42	63	B	2249555	ab(deep=6,tt,ord,time=150ms)@1.learned(model=97,87a5093d,pool_games,lin,shape=129-1)@1
B	1	1	3	1	-1	ca0673124c2b152e	40	B	976397	ab(deep=6,tt,ord,time=150ms)@1.learned(model=97,87a5093d,pool_games,lin,shape=129-1)@1
W	1	1	3	1	-1	fb1040ee88524ea3	39	B	1213451	ab(deep=6,tt,ord,time=150ms)@1.learned(model=99,59815079,pool_games,lin,shape=129-1)@1
B	1	1	3	1	-1	a33d8f609bca2d55	82	W	1718201	ab(deep=6,tt,ord,time=150ms)@1.learned(model=99,59815079,pool_games,lin,shape=129-1)@1
W	1	0	3	1	-1	3b97ed2698b938f3	47	W	2677163	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=169,4975683c,tdleaf_self,lin,shape=129-1)@1
B	1	0	3	1	-1	ec138055d8daa927	50	B	2105523	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=169,4975683c,tdleaf_self,lin,shape=129-1)@1
W	1	0	3	1	-1	ae2ce3217199a2cc	49	W	3142768	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=602,68cbb27d,tdleaf_self,lin,shape=129-1)@1
B	1	0	3	1	-1	3e492fec9ad25c55	28	B	961444	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=602,68cbb27d,tdleaf_self,lin,shape=129-1)@1
W	1	0	3	1	-1	39bda4d4197b423	55	W	3537161	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=349,5ee50d5c,tdleaf_self,lin,shape=129-1)@1
B	1	0	3	1	-1	6acfa74d3b7a3a30	28	B	823875	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=349,5ee50d5c,tdleaf_self,lin,shape=129-1)@1
W	1	0	3	1	-1	c3495e60ec8a0539	63	W	4024048	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=171,10d3530c,tdleaf_self,lin,shape=129-1)@1
B	1	0	3	1	-1	b7b28448e8043ac4	76	W	4121771	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=171,10d3530c,tdleaf_self,lin,shape=129-1)@1
W	1	0	3	1	-1	23d2723cd0c3c360	57	W	3644722	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=603,2da121ee,tdleaf_self,lin,shape=129-1)@1
B	1	0	3	1	-1	55a2ce3770006109	62	B	3331957	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=603,2da121ee,tdleaf_self,lin,shape=129-1)@1
W	1	0	3	1	-1	184c33a9cba5f40e	57	W	3853641	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=351,42d88d8e,tdleaf_self,lin,shape=129-1)@1
B	1	0	3	1	-1	ae4c1736b0441cd7	38	W	1696490	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=351,42d88d8e,tdleaf_self,lin,shape=129-1)@1
W	1	0	3	1	-1	7366eec0270d7524	29	W	778133	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=441,01db390c,tdleaf_self,lin,shape=129-1)@1
B	1	0	3	1	-1	68f9d25fe5c9266f	58	B	2114617	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=441,01db390c,tdleaf_self,lin,shape=129-1)@1
W	1	0	3	1	-1	bf4279494776591	59	B	3037617	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=369,612a48a8,tdleaf_self,lin,shape=129-1)@1
B	1	0	3	1	-1	46a8c6f81ee9ea19	64	W	3015164	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=369,612a48a8,tdleaf_self,lin,shape=129-1)@1
W	1	0	3	1	-1	ec990e18d01186b0	59	B	2700138	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=531,748d1c8d,tdleaf_self,lin,shape=129-1)@1
B	1	0	3	1	-1	cb5a8e143fc526c3	72	B	2759578	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=531,748d1c8d,tdleaf_self,lin,shape=129-1)@1
W	1	0	3	1	-1	48c6ae5316d0ea77	65	W	4803075	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=387,607b64aa,tdleaf_self,lin,shape=30-1)@1
B	1	0	3	1	-1	3f5974e01910feac	56	B	4185761	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=387,607b64aa,tdleaf_self,lin,shape=30-1)@1
W	1	0	3	1	-1	1a881198bc37bd1f	65	W	3723619	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=459,642147d2,tdleaf_self,lin,shape=129-1)@1
B	1	0	3	1	-1	cc7294c43d697766	44	B	2054250	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=459,642147d2,tdleaf_self,lin,shape=129-1)@1
W	1	0	3	1	-1	1c224646ef127ff4	41	W	2192039	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=333,06bdc1f0,tdleaf_self,mlp,shape=30-16-1)@1
B	1	0	3	1	-1	f793028ead142b0f	56	B	2945386	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=333,06bdc1f0,tdleaf_self,mlp,shape=30-16-1)@1
W	1	0	3	1	-1	eba6d9e1a886a101	67	B	4150687	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=279,409dc0b3,tdleaf_self,mlp,shape=30-16-1)@1
B	1	0	3	1	-1	a5c5c4ec174da3df	76	W	2225586	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=279,409dc0b3,tdleaf_self,mlp,shape=30-16-1)@1
W	1	0	3	1	-1	d1f139d1b3bf61eb	53	B	3841007	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=405,111c40c8,tdleaf_self,mlp,shape=129-32-1)@1
B	1	0	3	1	-1	5c9ac17076bf3192	40	B	922423	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=405,111c40c8,tdleaf_self,mlp,shape=129-32-1)@1
W	1	0	3	1	-1	63bebff0f06fec66	63	B	565109	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=585,e37f6895,tdleaf_self,mlp,shape=30-32-1)@1
B	1	0	3	1	-1	6533adc7bfd895cc	48	B	451595	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=585,e37f6895,tdleaf_self,mlp,shape=30-32-1)@1
W	1	0	3	1	-1	fe70de0d01de57e5	75	B	2580106	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=261,52cd70f8,tdleaf_self,mlp,shape=129-32-1)@1
B	1	0	3	1	-1	f281a10eac5c4ac4	62	W	2865507	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=261,52cd70f8,tdleaf_self,mlp,shape=129-32-1)@1
