rank	elo	pm	games	wins	losses	white_wins	white_losses	black_wins	black_losses	avg_plies	ms_move	cpu_ms_move	nodes_move	eff	active	id
144	1046	8	3404	2717	687	1364	338	1353	349	54.1	50.357	49.748	96542	67	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=405,111c40c8,tdleaf_self,mlp,shape=129-32-1)@1
145	1045	7	3092	2057	1035	1082	464	975	571	48.1	7.007	11.030	71315	78	gone	ab(deep=6,ord,nodes=200k)@1.classic(chip=100)@2
146	1044	26	242	169	73	84	37	85	36	43.8	6.796	6.767	29107	82	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2.opener(cbook,cbook=2,ply=16)@1
147	1043	8	3404	2707	697	1470	232	1237	465	55.2	404.848	397.529	94613	56	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=111,78ef6974,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1
148	1043	11	1392	923	469	480	216	443	253	57.6	18.778	18.406	62186	74	gone	ab(d6,tt,ord,nb200k)@1.learned(s7,c7f7ce61,value,lin,129-1,con100)@1.opener(rand,4)@1
149	1042	8	3404	2706	698	1359	343	1347	355	53.7	21.659	21.402	81618	72	on	ab(deep=6,tt,ord,time=150ms)@2.learned(model=76,ef183148,position_elo,lin,mu_shape=129-1,sigma_shape=129-1)@1
150	1042	8	3404	2706	698	1424	278	1282	420	53.9	19.298	19.088	73693	73	on	ab(deep=6,tt,ord,time=150ms)@2.learned(model=8,6f1a4264,pool_games,lin,shape=129-1)@1
151	1042	11	1264	848	416	422	210	426	206	54.8	17.322	17.080	56654	74	gone	ab(d6,tt,ord,nb200k)@1.learned(s9,e5b3b014,value,lin,129-1,con100)@1.opener(rand,4)@1
152	1042	8	3404	2704	700	1292	410	1412	290	52.7	18.305	18.069	66343	74	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=3,68364898,pool_games,lin,shape=129-1)@1.opener(book,book=2)@1
153	1040	26	242	168	74	91	30	77	44	43.2	6.984	6.904	29602	82	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2.opener(cbook,cbook=4,ply=16)@1
154	1039	26	196	147	49	80	18	67	31	51.4	33.843	27.920	55627	70	gone	ab(d6,tt,ord,nb200k)@1.learned(s14,e7a789fe)@1
155	1037	10	1796	1250	546	595	303	655	243	55.7	18.244	17.767	62671	73	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=4,eb105733,pool_games,lin,shape=129-1)@1
156	1036	10	1756	1222	534	645	233	577	301	59.0	467.633	452.335	83902	55	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=77,ddaa5090,position_elo,mlp,mu_shape=129-128-64-1,sigma_shape=129-32-1)@1
157	1036	8	2596	1582	1014	656	642	926	372	50.2	38.438	36.530	109647	68	gone	ab(deep=6,ord,nodes=200k)@1.adv(chip=77,support=-2,control=1,noiseseed=1,racewin=1)@1.opener(book,book=3)@1
158	1035	26	196	146	50	76	22	70	28	51.2	33.103	27.650	56540	70	gone	ab(d6,tt,ord,nb200k)@1.learned(s12,fc66af48)@1
159	1035	26	196	146	50	76	22	70	28	51.7	29.486	26.213	54063	71	gone	ab(d6,tt,ord,nb200k)@1.learned(s3,8603e15c)@1
160	1035	9	1840	1271	569	661	259	610	310	59.9	361.366	344.571	79838	56	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=111,78ef6974,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1.opener(rand,moves=4)@1
161	1033	10	1756	1216	540	631	247	585	293	58.5	446.199	432.326	81374	55	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=78,2fa21eda,position_elo,mlp,mu_shape=129-128-64-1,sigma_shape=129-32-1)@1
162	1032	8	3404	2677	727	1353	349	1324	378	53.9	22.066	21.872	80396	72	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=76,ef183148,position_elo,lin,mu_shape=129-1,sigma_shape=129-1)@1
163	1032	13	1052	809	243	381	145	428	98	52.6	21.279	20.506	68848	72	gone	ab(deep=6,tt,ord,time=150ms)@1.learned(model=4,eb105733,pool_games,lin,shape=129-1)@1
164	1031	26	196	145	51	74	24	71	27	53.2	35.569	29.739	59504	69	gone	ab(d6,tt,ord,nb200k)@1.learned(s10,6153d426)@1
165	1030	10	1756	1211	545	626	252	585	293	58.6	391.703	379.478	85547	56	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=113,e3cc8b4e,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1
166	1030	5	6944	4693	2251	2492	980	2201	1271	58.5	18.059	17.865	66535	73	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=8,6f1a4264,pool_games,lin,shape=129-1)@1.opener(rand,moves=4)@1
167	1030	7	2780	1700	1080	990	400	710	680	49.0	21.161	20.049	95264	72	gone	ab(deep=6,ord,nodes=200k)@1.adv(chip=75,hole=3,race=2,noiseseed=1,racewin=1)@1
168	1028	5	6944	4677	2267	2450	1022	2227	1245	45.7	9.486	9.344	35453	78	on	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2.dil(prob=15,deep=4)@1
169	1028	8	3404	2664	740	1402	300	1262	440	53.8	19.746	19.541	72693	72	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=8,6f1a4264,pool_games,lin,shape=129-1)@1
170	1027	9	1904	1285	619	639	313	646	306	58.7	18.133	17.756	60647	73	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=3,68364898,pool_games,lin,shape=129-1)@1.opener(rand,moves=4)@1
171	1026	8	2636	1580	1056	708	610	872	446	53.8	19.067	18.465	62169	72	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=10,fead67b7,weight_merge,lin,shape=129-1)@1
172	1026	9	1840	1254	586	677	243	577	343	58.6	18.872	18.515	63777	72	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=8,6f1a4264,pool_games,lin,shape=129-1)@1.opener(rand,moves=4)@1
173	1025	10	1734	1190	544	609	253	581	291	53.5	41.787	39.457	69744	67	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=405,111c40c8,tdleaf_self,mlp,shape=129-32-1)@1
174	1023	24	318	218	100	114	45	104	55	38.5	4.793	7.326	25399	80	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@1.dil(prob=7)@1
175	1022	8	3404	2647	757	1230	472	1417	285	52.0	19.403	19.219	70399	72	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=3,68364898,pool_games,lin,shape=129-1)@1.opener(book,book=17)@1
176	1020	26	196	142	54	75	23	67	31	50.3	145.958	129.627	51096	60	gone	ab(d6,tt,ord,nb200k)@1.learned(s22,93efd444)@1
177	1019	5	6944	4617	2327	2314	1158	2303	1169	58.2	17.596	17.359	64044	72	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=3,68364898,pool_games,lin,shape=129-1)@1.opener(rand,moves=4)@1
178	1019	9	1840	1239	601	622	298	617	303	58.0	18.569	18.211	62261	72	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=4,eb105733,pool_games,lin,shape=129-1)@1.opener(rand,moves=4)@1
179	1018	8	3404	2637	767	1205	497	1432	270	52.0	19.348	19.113	69959	72	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=3,68364898,pool_games,lin,shape=129-1)@1.opener(book,book=18)@1
180	1018	8	3404	2635	769	1218	484	1417	285	52.2	19.412	19.123	70147	72	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=3,68364898,pool_games,lin,shape=129-1)@1.opener(book,book=6)@1
181	1016	26	196	141	55	66	32	75	23	51.8	34.471	29.412	57811	68	gone	ab(d6,tt,ord,nb200k)@1.learned(s11,e2d2f5da)@1
182	1016	26	196	141	55	76	22	65	33	50.8	26.628	23.257	50859	70	gone	ab(d6,tt,ord,nb200k)@1.learned(s8,41ebc0ab)@1
183	1011	5	6944	4559	2385	2286	1186	2273	1199	58.1	17.790	17.553	65350	72	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=4,eb105733,pool_games,lin,shape=129-1)@1.opener(rand,moves=4)@1
184	1008	10	1727	1157	570	572	286	585	284	53.8	57.908	54.804	76515	64	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=387,607b64aa,tdleaf_self,lin,shape=30-1)@1
185	1008	8	3404	2607	797	1386	316	1221	481	39.2	8.015	7.852	133222	78	on	ab(deep=6,nodes=200k)@2.classic(chip=100)@2
186	1005	25	196	138	58	70	28	68	30	50.0	28.638	24.820	54620	69	gone	ab(d6,tt,ord,nb200k)@1.learned(s5,70081fb7)@1
187	1005	8	3404	2596	808	1347	355	1249	453	56.3	388.613	384.527	97159	54	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=114,316257e9,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1
188	1003	9	1756	1158	598	609	269	549	329	59.2	386.851	376.718	87270	54	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=115,21d7e638,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1
189	1002	9	1800	938	862	493	407	445	455	53.4	12.644	12.352	44267	74	gone	ab(d6,tt,ord,nb200k)@1.learned(s9,e5b3b014)@1
190	1001	25	196	137	59	73	25	64	34	52.9	165.216	147.175	56856	58	gone	ab(d6,tt,ord,nb200k)@1.learned(s25,64a11ec7)@1
191	1001	9	1756	1155	601	599	279	556	322	58.9	385.682	373.785	85788	54	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=114,316257e9,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1
192	1001	19	344	195	149	99	73	96	76	58.0	19.297	19.021	63435	70	gone	ab(d6,tt,ord,nb200k)@1.learned(s9,e5b3b014,value,lin,129-1,con100)@1
193	999	8	3404	2578	826	1403	299	1175	527	56.5	178.555	176.651	91860	57	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=77,ddaa5090,position_elo,mlp,mu_shape=129-128-64-1,sigma_shape=129-32-1)@1
194	994	5	6944	4437	2507	2280	1192	2157	1315	45.0	8.068	7.959	29783	77	on	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2.dil(prob=30,deep=4)@1
195	991	9	1764	1138	626	550	332	588	294	60.3	1256.967	1220.567	88978	49	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=79,18f19059,position_elo,mlp,mu_shape=129-256-128-1,sigma_shape=129-64-1)@1
196	990	25	196	134	62	72	26	62	36	54.2	168.845	147.819	59492	58	gone	ab(d6,tt,ord,nb200k)@1.learned(s19,37dc9a9a)@1
197	986	39	96	28	68	13	35	15	33	64.1	22.862	20.375	70998	69	gone	ab(d6,tt,ord,nb200k)@1.learned(s6,eac8ab99,pool_games,lin,129-1,con100)@1
198	986	7	3404	2538	866	1232	470	1306	396	53.9	74.291	73.329	110810	61	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=387,607b64aa,tdleaf_self,lin,shape=30-1)@1
199	986	7	3404	2538	866	1157	545	1381	321	52.9	19.102	18.878	72365	69	on	ab(deep=6,tt,ord,time=150ms)@2.learned(model=4,eb105733,pool_games,lin,shape=129-1)@1
200	983	7	3404	2528	876	1362	340	1166	536	56.7	397.594	393.305	97360	53	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=113,e3cc8b4e,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1
201	982	24	318	205	113	106	53	99	60	38.3	5.377	8.188	28996	76	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@1.dil(prob=10)@1
202	980	5	6944	4336	2608	2272	1200	2064	1408	59.3	359.280	355.127	86687	53	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=113,e3cc8b4e,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1.opener(rand,moves=4)@1
203	979	9	1756	1111	645	593	285	518	360	58.6	410.434	395.673	90660	53	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=110,1466db6c,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1
204	978	7	3404	2515	889	1289	413	1226	476	38.3	2.227	2.199	36621	88	on	ab(deep=5)@2.classic(chip=100)@2
205	978	12	1160	852	308	435	145	417	163	41.4	4.137	5.698	20177	78	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2.dil(prob=15,deep=3)@1
206	978	7	3404	2512	892	1140	562	1372	330	53.0	19.832	19.547	72458	69	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=4,eb105733,pool_games,lin,shape=129-1)@1
207	974	8	2336	1557	779	777	391	780	388	43.6	3.593	7.101	17631	76	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2.dil(prob=15,deep=4)@1
208	972	25	196	129	67	66	32	63	35	53.7	25.579	23.517	52623	67	gone	ab(d6,tt,ord,nb200k)@1.learned(s9,4d37b1f7)@1
209	972	9	1840	1143	697	595	325	548	372	60.8	359.718	349.921	82442	53	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=113,e3cc8b4e,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1.opener(rand,moves=4)@1
210	967	7	3404	2479	925	1298	404	1181	521	55.8	420.565	412.798	102563	52	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=110,1466db6c,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1
211	966	5	6944	4230	2714	2178	1294	2052	1420	44.3	6.502	6.408	24117	76	on	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2.dil(prob=45,deep=4)@1
212	965	25	196	127	69	62	36	65	33	54.5	168.636	149.544	58758	56	gone	ab(d6,tt,ord,nb200k)@1.learned(s23,1533231f)@1
213	965	25	196	127	69	62	36	65	33	51.6	157.984	137.814	54163	57	gone	ab(d6,tt,ord,nb200k)@1.learned(s24,d1e5f517)@1
214	963	7	3404	2466	938	1313	389	1153	549	56.4	404.240	400.025	99800	52	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=115,21d7e638,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1
215	963	9	1734	1071	663	445	417	626	246	50.5	22.551	21.219	69824	67	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=459,642147d2,tdleaf_self,lin,shape=129-1)@1
216	962	7	2788	1479	1309	698	696	781	613	51.4	14.645	14.181	48331	70	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=99,59815079,pool_games,lin,shape=129-1)@1
217	962	25	196	126	70	65	33	61	37	53.2	252.027	229.678	53089	54	gone	ab(d6,tt,ord,nb200k)@1.learned(s33,b02b58b6)@1
218	957	7	3404	2446	958	1266	436	1180	522	56.9	408.877	404.392	103152	51	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=112,baa2951a,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1
219	951	25	196	123	73	63	35	60	38	52.9	270.558	243.894	57249	53	gone	ab(d6,tt,ord,nb200k)@1.learned(s35,e0fe5acd)@1
220	950	12	1052	720	332	352	174	368	158	49.6	18.667	18.009	59433	67	gone	ab(deep=6,tt,ord,time=150ms)@1.learned(model=99,59815079,pool_games,lin,shape=129-1)@1
221	949	9	1756	1051	705	553	325	498	380	59.4	411.724	397.351	91423	51	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=112,baa2951a,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1
222	948	12	1160	816	344	423	157	393	187	41.7	5.007	8.378	24781	73	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2.dil(prob=4)@1
223	947	5	6944	4089	2855	2110	1362	1979	1493	43.5	4.963	4.847	18234	77	on	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2.dil(prob=60,deep=4)@1
224	945	19	504	310	194	162	90	148	104	36.8	0.165	0.266	3704	117	gone	ab(deep=4)@1.classic(chip=100)@1
225	944	25	196	121	75	61	37	60	38	54.3	265.004	241.440	57693	53	gone	ab(d6,tt,ord,nb200k)@1.learned(s37,97ad3321)@1
226	939	7	3404	2386	1018	1235	467	1151	551	51.6	0.865	0.866	9884	96	on	ab(deep=4)@2.exp(chip=4,forward=1)@2
227	938	7	3404	2384	1020	1169	533	1215	487	56.6	459.339	454.477	100156	50	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=79,18f19059,position_elo,mlp,mu_shape=129-256-128-1,sigma_shape=129-64-1)@1
228	937	9	1736	1015	721	527	341	488	380	52.5	17.157	16.563	55255	67	gone	ab(deep=6,tt,ord,time=150ms)@1.learned(model=76,ef183148,position_elo,lin,mu_shape=129-1,sigma_shape=129-1)@1.opener(rand,moves=8)@1
229	935	7	3404	2372	1032	1113	589	1259	443	48.5	16.182	16.011	60276	67	on	ab(deep=6,tt,ord,time=150ms)@2.learned(model=99,59815079,pool_games,lin,shape=129-1)@1
230	934	7	3404	2369	1035	1107	595	1262	440	48.2	16.794	16.610	60221	67	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=99,59815079,pool_games,lin,shape=129-1)@1
231	934	9	1736	1008	728	505	363	503	365	50.5	16.426	15.817	50939	67	gone	ab(deep=6,tt,ord,time=150ms)@1.learned(model=10,fead67b7,weight_merge,lin,shape=129-1)@1.opener(rand,moves=8)@1
232	933	8	2252	1412	840	762	364	650	476	42.4	5.077	8.028	124703	72	gone	ab(deep=6,nodes=200k)@1.classic(chip=100)@2
233	928	5	6944	3951	2993	2076	1396	1875	1597	52.9	14.951	14.809	56472	67	on	ab(deep=6,tt,ord,time=150ms)@2.learned(model=76,ef183148,position_elo,lin,mu_shape=129-1,sigma_shape=129-1)@1.opener(rand,moves=8)@1
234	927	19	504	301	203	157	95	144	108	35.7	0.048	0.065	1097	153	gone	ab(deep=3)@1.classic(chip=100)@1
235	927	5	6944	3939	3005	2066	1406	1873	1599	52.9	15.150	14.979	56089	67	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=76,ef183148,position_elo,lin,mu_shape=129-1,sigma_shape=129-1)@1.opener(rand,moves=8)@1
236	927	11	1264	677	587	323	309	354	278	52.5	16.192	15.345	52211	67	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=2,59815079,pool_games,lin,shape=129-1)@1
237	927	25	196	116	80	68	30	48	50	55.2	157.712	141.679	56720	54	gone	ab(d6,tt,ord,nb200k)@1.learned(s21,29061624)@1
238	925	8	2336	1430	906	734	434	696	472	43.4	3.394	6.056	16583	74	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2.dil(prob=30,deep=4)@1
239	925	12	1160	787	373	399	181	388	192	43.6	3.759	5.573	18816	74	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2.dil(prob=30,deep=3)@1
240	924	5	6944	3918	3026	1954	1518	1964	1508	50.3	14.745	14.575	53016	67	on	ab(deep=6,tt,ord,time=150ms)@2.learned(model=10,fead67b7,weight_merge,lin,shape=129-1)@1.opener(rand,moves=8)@1
241	924	7	3404	2334	1070	1202	500	1132	570	39.0	0.255	0.251	4005	116	on	ab(deep=4)@2.classic(chip=100)@2
242	924	7	3404	2334	1070	944	758	1390	312	49.0	27.190	26.873	97065	63	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=459,642147d2,tdleaf_self,lin,shape=129-1)@1
243	923	25	196	115	81	60	38	55	43	52.7	154.251	135.400	55163	54	gone	ab(d6,tt,ord,nb200k)@1.learned(s17,56ed7027)@1
244	923	25	196	115	81	66	32	49	49	56.6	277.819	249.775	58749	51	gone	ab(d6,tt,ord,nb200k)@1.learned(s30,ba8efc12)@1
245	921	9	1904	1054	850	561	391	493	459	52.9	15.981	15.674	53575	66	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=76,ef183148,position_elo,lin,mu_shape=129-1,sigma_shape=129-1)@1.opener(rand,moves=8)@1
246	919	5	6944	3882	3062	1992	1480	1890	1582	50.1	14.961	14.683	52454	66	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=10,fead67b7,weight_merge,lin,shape=129-1)@1.opener(rand,moves=8)@1
247	918	9	1840	1028	812	543	377	485	435	55.4	15.819	15.470	52411	66	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=99,59815079,pool_games,lin,shape=129-1)@1.opener(rand,moves=4)@1
248	918	7	3404	2313	1091	1198	504	1115	587	51.3	0.862	0.843	9924	94	on	ab(deep=4)@2.exp(chip=4,forward=2)@2
249	917	12	1160	776	384	385	195	391	189	42.7	5.414	8.957	27372	70	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2.dil(prob=7)@1
250	916	25	196	113	83	59	39	54	44	53.2	154.673	134.462	54709	54	gone	ab(d6,tt,ord,nb200k)@1.learned(s18,111d8d80)@1
251	914	5	6944	3840	3104	2095	1377	1745	1727	55.3	14.913	14.730	53472	66	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=99,59815079,pool_games,lin,shape=129-1)@1.opener(rand,moves=4)@1
252	913	8	2252	1361	891	741	385	620	506	51.3	0.514	0.812	10480	94	gone	ab(deep=4)@1.exp(chip=4,forward=2)@2
253	913	25	196	112	84	54	44	58	40	52.7	241.162	217.857	51301	51	gone	ab(d6,tt,ord,nb200k)@1.learned(s28,6d10efee)@1
254	911	23	318	182	136	94	65	88	71	38.4	5.269	8.004	28299	70	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@1.dil(prob=14)@1
255	911	8	2252	1356	896	700	426	656	470	52.8	0.488	0.803	9925	94	gone	ab(deep=4)@1.exp(chip=4,forward=1)@2
256	911	19	504	293	211	156	96	137	115	37.8	0.171	0.240	3691	115	gone	ab(deep=4)@1.classic(chip=100)@1.dil(prob=5)@1
257	911	19	504	293	211	154	98	139	113	37.6	5.402	7.039	123467	71	gone	ab(deep=6,nodes=200k)@1.classic(chip=100)@1.dil(prob=10)@1
258	911	9	1904	1030	874	524	428	506	446	51.2	15.630	15.135	50172	66	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=10,fead67b7,weight_merge,lin,shape=129-1)@1.opener(rand,moves=8)@1
259	909	25	196	111	85	58	40	53	45	55.0	253.394	229.008	54725	51	gone	ab(d6,tt,ord,nb200k)@1.learned(s36,31b20ca2)@1
260	909	19	504	292	212	148	104	144	108	35.4	8.264	10.543	184041	68	gone	ab(deep=6,noab,nodes=200k)@1.classic(chip=100)@1
261	906	25	196	110	86	64	34	46	52	53.8	148.657	130.770	53528	53	gone	ab(d6,tt,ord,nb200k)@1.learned(s15,af04747f)@1
262	904	9	1940	1061	879	521	449	540	430	52.3	17.234	16.761	56702	64	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=94,784bb5fe,pool_games,lin,shape=129-1)@1
263	904	9	1727	952	775	457	401	495	374	54.1	72.325	68.505	74704	56	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=333,06bdc1f0,tdleaf_self,mlp,shape=30-16-1)@1
264	903	10	1392	693	699	368	328	325	371	53.2	13.668	13.393	46424	66	gone	ab(d6,tt,ord,nb200k)@1.learned(s6,eac8ab99,value,lin,129-1,con100)@1.opener(rand,8)@1
265	903	7	3404	2261	1143	1150	552	1111	591	54.0	443.589	438.853	109123	48	on	ab(deep=6,tt,ord,time=150ms)@2.learned(model=113,e3cc8b4e,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1
266	900	9	1736	940	796	475	393	465	403	51.1	14.172	13.670	44633	66	gone	ab(deep=6,tt,ord,time=150ms)@1.learned(model=96,990e39e7,pool_games,lin,shape=129-1)@1.opener(rand,moves=8)@1
267	896	24	318	177	141	104	55	73	86	54.7	2.621	2.567	17300	79	gone	ab(deep=4)@1.exp(chip=64,column=1,forward=15)@1
268	895	25	196	107	89	56	42	51	47	53.6	147.864	129.625	51508	53	gone	ab(d6,tt,ord,nb200k)@1.learned(s16,500afc93)@1
269	895	25	196	107	89	57	41	50	48	53.3	162.646	146.117	56678	52	gone	ab(d6,tt,ord,nb200k)@1.learned(s26,d70c5070)@1
270	895	9	1840	977	863	519	401	458	462	53.1	14.395	14.201	48861	65	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=8,6f1a4264,pool_games,lin,shape=129-1)@1.opener(rand,moves=8)@1
271	895	5	6944	3697	3247	1862	1610	1835	1637	50.9	12.528	12.392	46470	66	on	ab(deep=6,tt,ord,time=150ms)@2.learned(model=96,990e39e7,pool_games,lin,shape=129-1)@1.opener(rand,moves=8)@1
272	895	9	1904	994	910	509	443	485	467	48.2	8.805	8.449	26161	69	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2.opener(rand,moves=8)@1
273	892	7	3404	2223	1181	1174	528	1049	653	53.2	440.555	435.868	105957	48	on	ab(deep=6,tt,ord,time=150ms)@2.learned(model=111,78ef6974,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1
274	892	5	6944	3675	3269	1925	1547	1750	1722	50.7	12.839	12.712	46529	65	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=96,990e39e7,pool_games,lin,shape=129-1)@1.opener(rand,moves=8)@1
275	892	25	196	106	90	54	44	52	46	53.5	278.528	252.101	58780	50	gone	ab(d6,tt,ord,nb200k)@1.learned(s34,93fd930c)@1
276	891	19	504	283	221	170	82	113	139	46.4	0.593	0.762	11861	93	gone	ab(deep=4)@1.exp(chip=4,forward=2)@1
277	887	9	1840	961	879	509	411	452	468	51.0	13.332	13.073	43919	65	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=96,990e39e7,pool_games,lin,shape=129-1)@1.opener(rand,moves=8)@1
278	887	8	2252	1293	959	672	454	621	505	51.7	0.504	0.813	10256	92	gone	ab(deep=4)@1.exp(chip=4,forward=4)@2
279	887	8	2252	1293	959	649	477	644	482	41.3	1.370	2.206	33881	80	gone	ab(deep=5)@1.classic(chip=100)@2
280	885	25	196	104	92	59	39	45	53	56.9	251.718	225.714	54291	50	gone	ab(d6,tt,ord,nb200k)@1.learned(s27,12a6c33c)@1
281	883	9	1736	906	830	487	381	419	449	47.5	8.798	8.489	26101	68	gone	ab(deep=6,tt,ord,time=150ms)@1.classic(chip=100)@2.opener(rand,moves=8)@1
282	882	5	6944	3603	3341	1784	1688	1819	1653	42.8	4.633	4.557	17370	73	on	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2.dil(prob=60,deep=3)@1
283	882	9	1948	1010	938	523	451	487	487	52.4	15.927	15.356	51580	63	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=95,07792e69,pool_games,lin,shape=129-1)@1
284	881	25	196	103	93	59	39	44	54	54.0	155.735	135.999	54938	52	gone	ab(d6,tt,ord,nb200k)@1.learned(s20,30a9414b)@1
285	881	25	196	103	93	53	45	50	48	54.1	251.347	223.615	53213	50	gone	ab(d6,tt,ord,nb200k)@1.learned(s29,ef8eac9c)@1
286	881	25	196	103	93	57	41	46	52	53.3	246.861	226.472	54277	50	gone	ab(d6,tt,ord,nb200k)@1.learned(s38,2df06048)@1
287	880	5	6944	3586	3358	1888	1584	1698	1774	47.4	8.262	8.106	29401	68	on	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2.opener(rand,moves=8)@1
288	879	5	6944	3582	3362	1927	1545	1655	1817	53.3	264.641	261.590	61932	49	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=111,78ef6974,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1.opener(rand,moves=8)@1
